product_id,base_cost,competitor_price,sales_last_30_days
widget_23075,87.68,192.45,2890
widget_23076,37.72,82.21,3455
widget_23077,53.02,108.88,3154
widget_23078,124.06,211.62,1872
widget_23079,98.29,204.01,4562
widget_23080,146.96,224.18,4748
widget_23081,115.93,177.17,3093
widget_23082,54.87,135.84,391
widget_23083,104.48,244.41,1835
widget_23084,9.8,23.56,3765
widget_23085,38.22,69.24,4811
widget_23086,55.68,102.43,3886
widget_23087,87.58,141.28,2660
widget_23088,120.33,245.12,3402
widget_23089,122.78,298.92,2362
widget_23090,139.99,228.88,719
widget_23091,120.13,149.16,4844
widget_23092,48.74,90.54,4919
widget_23093,145.47,174.79,4331
widget_23094,139.58,170.52,314
widget_23095,107.04,249.59,1893
widget_23096,19.39,25.35,3682
widget_23097,142.87,268.33,1508
widget_23098,107.33,220.16,3161
widget_23099,138.88,177.9,2765
widget_23100,136.91,297.01,4300
widget_23101,145.41,206.08,1253
widget_23102,37.61,69.69,4932
widget_23103,133.25,162.18,2521
widget_23104,117.69,196.6,3839
widget_23105,34.2,78.91,4589
widget_23106,138.41,250.44,1230
widget_23107,89.02,110.59,3199
widget_23108,46.61,82.47,339
widget_23109,101.75,141.29,1706
widget_23110,85.76,129.2,983
widget_23111,18.97,40.13,4393
widget_23112,14.89,27.47,4071
widget_23113,56.57,109.07,2521
widget_23114,48.83,95.71,4173
widget_23115,143.97,292.03,511
widget_23116,42.77,99.83,1370
widget_23117,147.43,295.98,4455
widget_23118,142.75,263.52,4784
widget_23119,81.46,148.97,287
widget_23120,45.63,71.79,3681
widget_23121,68.19,169.87,3040
widget_23122,15.22,27.2,827
widget_23123,85.64,192.99,4958
widget_23124,42.45,51.42,2742
widget_23125,22.92,36.3,1271
widget_23126,34.94,67.59,1675
widget_23127,41.09,61.36,799
widget_23128,131.21,321.62,1384
widget_23129,25.27,39.2,1564
widget_23130,78.47,153.38,4047
widget_23131,135.99,195.78,2983
widget_23132,77.23,174.41,3706
widget_23133,79.57,113.37,266
widget_23134,42.19,85.57,407
widget_23135,55.87,110.45,3271
widget_23136,92.65,143.32,4066
widget_23137,72.92,163.06,588
widget_23138,104.64,133.65,4980
widget_23139,14.36,19.52,4675
widget_23140,51.1,98.41,3343
widget_23141,94.25,213.0,3384
widget_23142,132.21,311.3,3578
widget_23143,76.23,116.39,3230
widget_23144,135.25,239.89,2497
widget_23145,100.03,229.25,259
widget_23146,24.45,47.36,3152
widget_23147,85.77,109.62,2285
widget_23148,140.65,349.69,1008
widget_23149,123.08,230.67,3673
widget_23150,35.1,56.07,3556
widget_23151,62.21,134.86,520
widget_23152,22.8,53.66,4390
widget_23153,13.13,32.22,3649
widget_23154,43.32,79.09,4722
widget_23155,66.26,162.59,921
widget_23156,65.99,110.59,1802
widget_23157,120.37,185.79,3863
widget_23158,139.98,174.3,1110
widget_23159,46.51,102.12,574
widget_23160,9.64,11.66,4421
widget_23161,78.92,124.02,1431
widget_23162,85.47,207.84,4518
widget_23163,68.34,128.58,4848
widget_23164,142.01,262.18,1366
widget_23165,105.09,145.74,2181
widget_23166,130.72,273.23,2853
widget_23167,81.69,148.06,1869
widget_23168,43.79,55.91,4646
widget_23169,58.5,110.9,4824
widget_23170,63.79,82.27,985
widget_23171,22.54,53.19,828
widget_23172,112.96,191.95,1569
widget_23173,7.29,12.02,4921
widget_23174,144.11,343.51,4926
widget_23175,135.37,166.22,3172
widget_23176,7.23,13.61,4899
widget_23177,120.27,144.61,1684
widget_23178,45.59,89.74,2260
widget_23179,89.84,218.37,1510
widget_23180,120.08,215.12,4041
widget_23181,62.43,107.64,4684
widget_23182,104.85,238.89,1704
widget_23183,118.16,161.25,1163
widget_23184,31.95,60.22,766
widget_23185,6.77,12.87,3699
widget_23186,82.57,124.85,3846
widget_23187,55.76,112.42,2973
widget_23188,87.98,145.72,2578
widget_23189,70.44,154.91,1157
widget_23190,131.45,297.8,2248
widget_23191,8.28,19.78,3883
widget_23192,89.55,163.79,4147
widget_23193,149.98,285.81,3784
widget_23194,104.18,168.16,2219
widget_23195,81.7,123.98,1958
widget_23196,18.68,32.01,1711
widget_23197,127.61,244.6,1116
widget_23198,147.66,257.71,1574
widget_23199,143.94,276.21,262
widget_23200,102.35,252.53,4670
widget_23201,29.39,66.92,4780
widget_23202,32.66,74.4,1580
widget_23203,50.27,81.29,3694
widget_23204,83.25,206.45,1438
widget_23205,35.76,49.25,1388
widget_23206,46.19,98.43,507
widget_23207,23.56,56.22,3231
widget_23208,20.56,39.97,2659
widget_23209,56.91,79.81,3248
widget_23210,16.62,22.39,3596
widget_23211,8.39,12.5,248
widget_23212,92.97,222.4,4963
widget_23213,91.08,158.57,3527
widget_23214,95.42,214.44,3836
widget_23215,6.53,11.56,2813
widget_23216,50.74,76.75,4884
widget_23217,35.63,45.64,1332
widget_23218,75.48,168.58,1156
widget_23219,149.26,309.78,1482
widget_23220,122.63,148.7,1575
widget_23221,103.0,189.19,3025
widget_23222,80.51,132.12,1425
widget_23223,27.1,51.55,1037
widget_23224,30.83,63.23,4922
widget_23225,60.62,121.54,4779
widget_23226,30.57,46.19,3166
widget_23227,141.11,266.67,1121
widget_23228,145.44,244.84,3135
widget_23229,43.07,77.2,1437
widget_23230,95.21,170.69,616
widget_23231,69.85,124.79,2448
widget_23232,107.1,166.41,2911
widget_23233,117.96,228.83,1159
widget_23234,116.53,196.05,1858
widget_23235,91.6,190.95,2894
widget_23236,30.47,43.7,3244
widget_23237,7.62,15.01,1486
widget_23238,5.92,9.52,4774
widget_23239,135.36,252.77,2463
widget_23240,137.59,331.35,2091
widget_23241,116.93,242.98,3567
widget_23242,44.48,59.58,2669
widget_23243,110.63,164.39,2751
widget_23244,18.59,41.64,3997
widget_23245,136.34,201.35,3146
widget_23246,75.15,149.72,2656
widget_23247,140.6,174.04,3537
widget_23248,97.87,196.82,2375
widget_23249,149.35,220.47,629
widget_23250,141.87,173.66,1836
widget_23251,94.5,231.07,1795
widget_23252,68.43,128.92,4433
widget_23253,35.67,73.24,2310
widget_23254,9.36,18.03,1114
widget_23255,44.65,55.69,170
widget_23256,77.65,169.5,4260
widget_23257,87.43,158.22,2182
widget_23258,36.75,84.43,1045
widget_23259,21.29,42.1,2564
widget_23260,56.53,101.13,4523
widget_23261,120.3,169.75,4017
widget_23262,76.79,187.54,3992
widget_23263,74.85,167.05,987
widget_23264,39.56,63.37,645
widget_23265,10.72,20.96,3428
widget_23266,55.36,110.89,3453
widget_23267,82.95,181.1,3564
widget_23268,34.98,58.82,1228
widget_23269,124.56,238.09,4447
widget_23270,73.89,152.77,2654
widget_23271,98.57,212.91,2954
widget_23272,22.8,32.87,3917
widget_23273,44.69,55.73,1871
widget_23274,11.63,26.38,895
widget_23275,119.82,173.05,3720
widget_23276,31.3,67.74,4208
widget_23277,7.61,14.97,2729
widget_23278,34.86,60.54,2519
widget_23279,70.69,129.42,3603
widget_23280,38.31,60.97,4311
widget_23281,80.17,108.01,2290
widget_23282,5.86,14.26,4957
widget_23283,95.22,162.68,2079
widget_23284,80.54,179.65,1381
widget_23285,142.49,302.45,3422
widget_23286,113.36,272.72,2006
widget_23287,144.84,186.79,3462
widget_23288,62.01,144.25,2907
widget_23289,97.9,206.65,382
widget_23290,102.8,224.77,1041
widget_23291,145.17,227.44,2734
widget_23292,55.66,94.3,2395
widget_23293,137.95,316.17,1250
widget_23294,113.43,223.79,2794
widget_23295,90.4,135.81,4694
widget_23296,78.36,108.72,3771
widget_23297,111.74,203.83,2182
widget_23298,70.23,151.1,4057
widget_23299,41.52,94.71,4357
widget_23300,93.83,180.71,119
widget_23301,31.24,48.15,4205
widget_23302,112.26,176.4,658
widget_23303,71.8,130.27,3810
widget_23304,7.99,19.89,3387
widget_23305,6.68,9.74,2054
widget_23306,103.7,129.6,2698
widget_23307,91.7,143.07,4079
widget_23308,97.25,222.46,1022
widget_23309,27.96,42.6,1526
widget_23310,89.19,196.76,3918
widget_23311,48.98,60.27,2402
widget_23312,52.25,92.5,3239
widget_23313,21.1,50.78,1949
widget_23314,11.86,28.01,1483
widget_23315,143.86,206.91,3470
widget_23316,122.24,243.66,858
widget_23317,49.99,89.98,1999
widget_23318,142.6,323.6,2186
widget_23319,148.21,307.76,3712
widget_23320,30.35,36.74,723
widget_23321,85.2,187.41,2870
widget_23322,97.13,143.11,2159
widget_23323,125.4,267.47,4854
widget_23324,106.95,178.94,1104
widget_23325,26.88,34.88,3534
widget_23326,48.78,59.68,673
widget_23327,52.5,111.04,2372
widget_23328,41.55,81.75,2487
widget_23329,137.71,285.57,670
widget_23330,47.24,74.31,508
widget_23331,66.18,98.54,3059
widget_23332,50.99,66.84,4362
widget_23333,134.01,214.67,476
widget_23334,105.69,163.75,1012
widget_23335,82.59,115.25,3288
widget_23336,57.66,140.1,3338
widget_23337,88.39,220.94,4713
widget_23338,103.49,242.01,3789
widget_23339,136.53,236.86,4909
widget_23340,141.67,204.77,3244
widget_23341,5.8,8.53,2970
widget_23342,34.01,63.39,4496
widget_23343,84.48,122.73,2340
widget_23344,82.31,166.03,2620
widget_23345,17.92,27.14,3760
widget_23346,41.74,95.33,3363
widget_23347,42.04,102.78,4715
widget_23348,129.37,174.08,2691
widget_23349,15.91,39.47,4244
widget_23350,31.58,64.64,4074
widget_23351,44.35,70.78,190
widget_23352,102.12,141.98,4722
widget_23353,63.3,85.5,3293
widget_23354,6.68,10.12,4064
widget_23355,55.14,124.72,2120
widget_23356,143.33,241.71,2001
widget_23357,34.25,50.2,2122
widget_23358,19.01,32.05,2915
widget_23359,142.61,235.43,4742
widget_23360,91.44,209.61,1129
widget_23361,28.18,52.27,3721
widget_23362,82.6,203.96,978
widget_23363,17.8,27.72,2492
widget_23364,125.54,222.67,1385
widget_23365,69.13,153.1,629
widget_23366,106.39,143.32,4915
widget_23367,83.88,121.25,1318
widget_23368,129.13,307.27,3859
widget_23369,146.05,288.34,1015
widget_23370,132.46,328.28,3891
widget_23371,92.44,172.68,3744
widget_23372,12.18,30.13,3968
widget_23373,33.96,79.85,2906
widget_23374,78.98,116.35,2229
widget_23375,11.46,24.13,3814
widget_23376,125.19,308.9,2719
widget_23377,149.11,240.73,4286
widget_23378,45.08,61.54,4749
widget_23379,8.53,12.9,4435
widget_23380,137.51,192.89,1069
widget_23381,33.12,56.98,1308
widget_23382,58.46,103.92,3117
widget_23383,72.87,108.91,3810
widget_23384,73.76,110.98,2348
widget_23385,50.38,85.79,373
widget_23386,136.55,175.41,265
widget_23387,89.13,195.83,3026
widget_23388,109.54,134.92,3534
widget_23389,143.52,298.09,3325
widget_23390,48.23,101.38,2483
widget_23391,26.33,56.29,1628
widget_23392,19.19,41.77,4356
widget_23393,108.76,240.6,2259
widget_23394,85.31,200.04,762
widget_23395,9.66,23.23,142
widget_23396,115.28,151.97,2877
widget_23397,148.67,251.04,4165
widget_23398,47.14,63.57,652
widget_23399,99.59,132.51,4647
widget_23400,133.82,169.03,3642
widget_23401,11.88,17.71,2434
widget_23402,41.5,67.65,3214
widget_23403,99.06,207.93,653
widget_23404,94.52,134.91,455
widget_23405,15.93,19.16,221
widget_23406,143.63,204.65,1319
widget_23407,140.48,310.52,3019
widget_23408,33.02,47.06,2024
widget_23409,109.58,249.28,1552
widget_23410,99.84,140.53,3095
widget_23411,140.79,217.14,2304
widget_23412,106.98,136.29,2675
widget_23413,21.71,35.23,4267
widget_23414,55.93,79.34,4643
widget_23415,67.15,148.26,1143
widget_23416,64.88,80.11,4715
widget_23417,18.82,38.47,2981
widget_23418,22.76,38.37,2348
widget_23419,143.42,294.02,3848
widget_23420,63.2,98.99,254
widget_23421,63.57,125.52,854
widget_23422,30.04,67.38,877
widget_23423,141.84,229.38,646
widget_23424,92.1,123.4,4684
widget_23425,88.31,193.1,2455
widget_23426,5.05,8.74,1381
widget_23427,9.02,19.95,2871
widget_23428,145.62,206.82,1789
widget_23429,128.13,285.99,2444
widget_23430,19.82,40.62,3648
widget_23431,61.14,122.84,3927
widget_23432,90.34,132.33,2536
widget_23433,49.14,96.17,488
widget_23434,82.32,107.55,4817
widget_23435,73.14,143.0,4617
widget_23436,48.74,71.82,4048
widget_23437,27.72,50.23,3704
widget_23438,61.08,93.91,231
widget_23439,57.55,70.35,2411
widget_23440,109.54,187.84,1919
widget_23441,81.92,102.51,4464
widget_23442,97.18,117.35,3708
widget_23443,55.14,136.76,2320
widget_23444,29.15,45.11,4916
widget_23445,46.89,87.82,1140
widget_23446,75.66,135.02,4867
widget_23447,107.84,130.78,1923
widget_23448,62.4,77.91,2746
widget_23449,31.63,70.33,3430
widget_23450,53.19,78.95,1166
widget_23451,18.84,43.18,2883
widget_23452,46.03,87.28,4991
widget_23453,76.47,105.15,3006
widget_23454,129.17,322.14,761
widget_23455,143.93,302.44,3989
widget_23456,30.0,41.69,923
widget_23457,86.97,120.53,2857
widget_23458,41.09,82.03,4888
widget_23459,27.5,46.21,359
widget_23460,69.75,111.8,4426
widget_23461,116.73,219.68,2088
widget_23462,43.15,71.91,3813
widget_23463,28.3,70.01,3375
widget_23464,147.99,367.71,2931
widget_23465,112.16,244.56,259
widget_23466,10.67,19.01,2548
widget_23467,131.99,254.72,1749
widget_23468,6.33,14.53,4516
widget_23469,81.39,169.46,3764
widget_23470,46.04,94.44,3741
widget_23471,24.77,42.91,4884
widget_23472,118.19,155.42,977
widget_23473,35.66,51.46,1515
widget_23474,51.28,89.03,3644
widget_23475,60.06,133.75,2850
widget_23476,9.72,19.22,1855
widget_23477,131.59,219.77,4510
widget_23478,102.99,138.78,2879
widget_23479,66.45,93.2,4351
widget_23480,106.91,255.87,2459
widget_23481,81.48,128.94,1389
widget_23482,67.01,128.1,4483
widget_23483,19.38,35.55,3955
widget_23484,70.98,139.25,1533
widget_23485,50.1,100.79,716
widget_23486,130.59,305.16,4083
widget_23487,74.77,145.11,3939
widget_23488,122.04,297.48,1129
widget_23489,35.12,78.4,1003
widget_23490,45.69,96.62,4048
widget_23491,128.39,256.18,3515
widget_23492,125.4,240.46,618
widget_23493,86.67,123.63,3962
widget_23494,128.7,253.19,4937
widget_23495,15.71,22.07,4438
widget_23496,137.43,186.7,1139
widget_23497,33.57,63.45,2916
widget_23498,79.58,174.38,4244
widget_23499,144.54,342.06,4741
widget_23500,93.63,147.94,2333
widget_23501,47.98,58.83,853
widget_23502,60.87,136.49,1248
widget_23503,129.22,177.47,4028
widget_23504,81.5,131.3,212
widget_23505,123.96,283.98,3741
widget_23506,58.04,93.88,3051
widget_23507,57.3,106.71,4997
widget_23508,149.98,343.75,1042
widget_23509,71.26,100.89,180
widget_23510,16.45,20.13,4159
widget_23511,7.3,8.81,3996
widget_23512,29.1,50.42,519
widget_23513,9.33,22.84,2599
widget_23514,27.21,39.84,2784
widget_23515,99.06,171.54,1303
widget_23516,99.32,135.71,1428
widget_23517,80.47,118.42,2189
widget_23518,52.72,116.7,3657
widget_23519,72.93,132.21,1488
widget_23520,44.94,57.32,2242
widget_23521,47.83,59.12,2088
widget_23522,115.44,269.24,4931
widget_23523,9.51,11.63,3688
widget_23524,34.95,82.0,1314
widget_23525,110.42,251.47,1617
widget_23526,25.17,51.91,2232
widget_23527,88.98,220.19,2309
widget_23528,51.9,106.88,886
widget_23529,89.8,202.58,2048
widget_23530,34.01,67.54,660
widget_23531,52.12,106.52,2794
widget_23532,114.66,278.55,4689
widget_23533,20.19,41.45,1123
widget_23534,73.14,116.5,2393
widget_23535,59.56,82.73,3068
widget_23536,109.29,178.96,702
widget_23537,140.91,310.76,4084
widget_23538,48.11,82.77,4225
widget_23539,30.41,40.23,3169
widget_23540,96.95,158.74,2386
widget_23541,82.43,113.06,2914
widget_23542,97.69,243.44,2270
widget_23543,28.29,37.22,2605
widget_23544,56.66,88.02,4621
widget_23545,37.26,88.05,2325
widget_23546,130.76,211.35,714
widget_23547,126.99,199.01,3162
widget_23548,19.67,29.52,3828
widget_23549,84.25,130.04,3331
widget_23550,127.72,159.53,3696
widget_23551,69.74,168.21,3621
widget_23552,11.54,24.97,1634
widget_23553,5.73,7.47,283
widget_23554,126.68,307.9,4845
widget_23555,5.9,11.67,4330
widget_23556,26.43,47.63,1828
widget_23557,32.0,58.39,132
widget_23558,45.84,60.55,1867
widget_23559,110.16,249.61,361
widget_23560,70.87,96.99,887
widget_23561,100.68,140.49,385
widget_23562,109.79,198.88,637
widget_23563,100.51,235.75,3432
widget_23564,62.34,134.37,507
widget_23565,38.12,94.13,761
widget_23566,39.5,70.64,289
widget_23567,109.52,244.4,1554
widget_23568,143.72,214.65,3450
widget_23569,54.85,88.06,4221
widget_23570,119.7,185.73,3704
widget_23571,72.62,93.11,1390
widget_23572,89.46,206.11,508
widget_23573,17.84,24.09,2966
widget_23574,136.65,194.82,212
widget_23575,118.59,175.17,1320
widget_23576,127.31,191.62,1942
widget_23577,83.17,143.1,2079
widget_23578,38.17,93.59,3862
widget_23579,86.03,175.4,3469
widget_23580,15.03,21.35,2478
widget_23581,127.43,183.04,620
widget_23582,104.27,234.89,1629
widget_23583,36.08,53.55,4120
widget_23584,111.32,194.69,3410
widget_23585,38.14,90.88,4242
widget_23586,44.56,95.12,2145
widget_23587,72.56,132.13,251
widget_23588,100.4,148.82,3652
widget_23589,134.49,315.14,619
widget_23590,33.91,46.96,1971
widget_23591,39.03,83.88,3821
widget_23592,88.16,179.66,1279
widget_23593,63.2,90.54,4863
widget_23594,118.16,241.83,4115
widget_23595,144.55,232.33,3765
widget_23596,15.32,25.66,4620
widget_23597,85.19,149.45,874
widget_23598,10.42,16.89,3074
widget_23599,117.05,233.72,491
widget_23600,45.54,107.47,228
widget_23601,120.67,276.43,4176
widget_23602,107.26,134.53,935
widget_23603,24.23,35.85,743
widget_23604,16.6,23.71,2985
widget_23605,86.27,175.94,2247
widget_23606,71.71,109.93,414
widget_23607,60.58,93.97,2009
widget_23608,60.48,84.33,4017
widget_23609,146.13,276.08,4177
widget_23610,149.57,291.6,1630
widget_23611,16.09,39.42,2861
widget_23612,27.88,55.05,4256
widget_23613,59.36,127.86,4999
widget_23614,96.12,201.49,2740
widget_23615,22.78,54.82,403
widget_23616,46.29,88.34,3784
widget_23617,49.89,99.79,4087
widget_23618,36.68,49.93,2671
widget_23619,91.83,171.22,123
widget_23620,150.0,356.05,3792
widget_23621,7.07,9.34,2165
widget_23622,7.98,19.47,1000
widget_23623,61.8,130.22,4248
widget_23624,102.78,243.44,2317
widget_23625,59.82,137.39,1429
widget_23626,81.72,197.69,1943
widget_23627,79.04,135.39,1337
widget_23628,59.83,130.6,3664
widget_23629,91.34,181.41,4520
widget_23630,71.41,106.38,768
widget_23631,134.61,332.04,825
widget_23632,137.51,200.43,2626
widget_23633,130.28,273.86,1822
widget_23634,115.89,243.98,4842
widget_23635,62.69,156.05,3881
widget_23636,39.0,85.17,2592
widget_23637,13.29,32.94,3671
widget_23638,115.51,183.21,3745
widget_23639,104.84,158.17,2741
widget_23640,41.22,65.07,3803
widget_23641,118.93,295.45,614
widget_23642,16.51,31.52,1756
widget_23643,34.14,70.52,1302
widget_23644,102.24,208.38,751
widget_23645,142.4,220.46,4361
widget_23646,63.34,155.19,534
widget_23647,70.31,90.64,2128
widget_23648,75.58,124.07,212
widget_23649,135.53,300.87,477
widget_23650,38.6,87.28,1411
widget_23651,17.46,35.07,4407
widget_23652,22.89,51.79,4123
widget_23653,90.89,145.13,2399
widget_23654,141.07,182.91,1768
widget_23655,27.58,58.9,3369
widget_23656,13.26,20.65,2936
widget_23657,60.71,110.7,1622
widget_23658,101.39,148.28,1985
widget_23659,121.05,243.98,3819
widget_23660,52.87,97.56,3738
widget_23661,129.49,281.52,1957
widget_23662,94.79,161.03,4925
widget_23663,45.15,99.02,2226
widget_23664,76.42,95.54,2001
widget_23665,79.5,183.39,650
widget_23666,36.54,66.67,3649
widget_23667,69.39,140.31,3100
widget_23668,97.0,233.22,241
widget_23669,27.03,67.47,277
widget_23670,35.67,87.1,1306
widget_23671,147.16,236.61,3866
widget_23672,107.45,217.78,3976
widget_23673,49.11,65.67,1395
widget_23674,77.81,156.54,635
widget_23675,121.86,251.02,2005
widget_23676,100.97,163.71,376
widget_23677,72.79,106.42,1621
widget_23678,106.27,142.6,3492
widget_23679,73.89,100.25,1314
widget_23680,148.41,209.6,2449
widget_23681,34.51,44.88,1568
widget_23682,87.47,205.99,3002
widget_23683,74.77,151.44,2489
widget_23684,50.03,95.02,3884
widget_23685,80.46,116.54,1710
widget_23686,54.45,103.69,1541
widget_23687,102.32,126.3,4008
widget_23688,18.8,37.24,1073
widget_23689,125.57,308.21,4791
widget_23690,33.87,52.2,3179
widget_23691,118.59,223.63,3433
widget_23692,47.53,116.85,3988
widget_23693,90.59,202.36,168
widget_23694,90.53,200.68,644
widget_23695,19.26,25.74,3984
widget_23696,128.2,314.59,2317
widget_23697,16.08,37.53,946
widget_23698,36.03,63.45,3174
widget_23699,82.45,157.11,3990
widget_23700,37.07,91.17,1471
widget_23701,84.9,154.76,868
widget_23702,134.32,239.16,972
widget_23703,125.76,222.07,1830
widget_23704,27.86,65.64,4212
widget_23705,142.48,225.47,3751
widget_23706,57.26,133.05,1454
widget_23707,119.31,158.19,2095
widget_23708,125.92,278.64,1365
widget_23709,145.68,180.4,1318
widget_23710,108.28,224.91,1171
widget_23711,9.15,21.28,2992
widget_23712,17.17,42.84,4006
widget_23713,126.1,200.14,364
widget_23714,117.5,149.82,4879
widget_23715,78.9,98.86,917
widget_23716,117.64,149.04,565
widget_23717,92.5,155.24,4872
widget_23718,7.17,9.05,328
widget_23719,73.11,114.27,4970
widget_23720,94.32,184.88,4200
widget_23721,88.36,131.42,4608
widget_23722,78.89,187.59,326
widget_23723,85.05,152.19,4109
widget_23724,64.89,108.78,3193
widget_23725,54.92,118.2,4138
widget_23726,116.94,261.11,3683
widget_23727,144.07,288.82,4929
widget_23728,70.11,172.31,4350
widget_23729,43.94,109.04,741
widget_23730,81.59,176.92,4103
widget_23731,108.96,266.59,2505
widget_23732,91.95,149.42,3085
widget_23733,113.7,240.38,1789
widget_23734,93.57,130.38,3142
widget_23735,113.37,204.88,1676
widget_23736,18.98,45.2,3900
widget_23737,61.34,113.56,4236
widget_23738,75.98,136.3,1964
widget_23739,51.37,111.78,878
widget_23740,76.75,110.46,3984
widget_23741,111.05,178.32,1002
widget_23742,121.19,246.12,1108
widget_23743,96.36,215.87,3285
widget_23744,120.39,269.78,4861
widget_23745,56.78,82.21,559
widget_23746,84.69,170.64,1270
widget_23747,43.81,60.17,2393
widget_23748,75.78,177.94,780
widget_23749,85.2,208.47,1195
widget_23750,105.0,209.18,3587
widget_23751,143.29,267.0,170
widget_23752,39.0,86.87,2752
widget_23753,128.14,261.1,2569
widget_23754,43.28,81.97,615
widget_23755,32.68,71.17,3876
widget_23756,117.29,254.64,4297
widget_23757,100.59,236.48,1540
widget_23758,60.72,105.77,965
widget_23759,68.65,160.27,1551
widget_23760,128.41,160.86,4868
widget_23761,88.08,108.11,4632
widget_23762,104.34,213.28,2024
widget_23763,47.36,111.68,2634
widget_23764,79.01,155.19,4424
widget_23765,68.83,165.65,597
widget_23766,86.15,132.09,4927
widget_23767,83.87,159.18,1616
widget_23768,28.73,68.35,1355
widget_23769,145.1,224.93,2906
widget_23770,21.39,36.44,2183
widget_23771,5.76,10.37,3343
widget_23772,76.08,176.82,4829
widget_23773,89.77,138.07,4870
widget_23774,96.9,206.93,4390
widget_23775,129.9,323.22,4577
widget_23776,39.98,98.77,4226
widget_23777,79.04,138.89,4898
widget_23778,137.83,267.45,1024
widget_23779,26.05,34.73,2903
widget_23780,26.41,45.65,100
widget_23781,138.6,290.98,2406
widget_23782,58.19,114.67,435
widget_23783,40.71,52.8,3512
widget_23784,126.06,220.15,4853
widget_23785,102.82,148.56,2795
widget_23786,141.86,353.09,1893
widget_23787,37.51,59.06,711
widget_23788,62.37,105.01,1462
widget_23789,69.41,167.44,2978
widget_23790,15.66,27.54,613
widget_23791,54.1,80.77,2442
widget_23792,44.37,71.09,1527
widget_23793,23.73,29.94,1456
widget_23794,131.69,268.87,1160
widget_23795,67.69,167.42,1672
widget_23796,49.61,67.43,2041
widget_23797,54.07,109.74,513
widget_23798,140.83,320.26,4573
widget_23799,101.72,200.92,2468
widget_23800,110.06,142.23,3809
widget_23801,35.27,70.34,1957
widget_23802,26.72,46.14,3726
widget_23803,123.0,229.27,3860
widget_23804,36.31,48.56,4096
widget_23805,32.53,67.96,2201
widget_23806,9.3,22.6,1267
widget_23807,48.09,113.28,2702
widget_23808,120.3,194.43,2425
widget_23809,133.06,294.57,4252
widget_23810,40.14,53.08,985
widget_23811,139.8,192.65,4018
widget_23812,84.5,159.15,1024
widget_23813,30.52,51.81,101
widget_23814,56.26,120.24,2541
widget_23815,71.55,150.82,2145
widget_23816,58.29,97.82,2981
widget_23817,96.25,164.34,4206
widget_23818,76.34,121.2,603
widget_23819,12.61,27.42,1055
widget_23820,90.6,143.18,2224
widget_23821,64.92,108.68,3020
widget_23822,101.66,207.46,704
widget_23823,27.54,50.46,4893
widget_23824,122.63,270.45,2642
widget_23825,109.44,174.83,486
widget_23826,137.86,270.43,915
widget_23827,116.2,286.46,2576
widget_23828,135.81,301.01,4979
widget_23829,138.1,168.01,2406
widget_23830,141.23,326.32,3403
widget_23831,61.9,143.14,4275
widget_23832,126.44,266.54,4751
widget_23833,22.18,43.83,883
widget_23834,103.45,160.63,115
widget_23835,42.06,82.78,4565
widget_23836,29.36,52.33,1880
widget_23837,38.68,54.62,4908
widget_23838,99.92,236.32,2751
widget_23839,146.27,221.91,4072
widget_23840,28.8,45.73,3942
widget_23841,87.73,204.81,1135
widget_23842,17.99,41.26,2152
widget_23843,119.73,152.61,2062
widget_23844,48.12,105.75,1645
widget_23845,143.56,251.53,637
widget_23846,133.8,321.96,2507
widget_23847,14.82,26.16,3179
widget_23848,70.75,103.69,1666
widget_23849,146.68,293.2,2721
widget_23850,24.86,51.32,365
widget_23851,60.6,126.23,1950
widget_23852,11.13,16.07,2679
widget_23853,63.67,155.34,2691
widget_23854,51.38,101.21,2874
widget_23855,14.76,32.79,2687
widget_23856,7.27,11.89,1748
widget_23857,52.86,63.76,1466
widget_23858,102.5,223.65,3355
widget_23859,13.5,23.49,4515
widget_23860,68.25,141.84,493
widget_23861,84.34,135.24,4596
widget_23862,12.99,21.53,2846
widget_23863,91.71,174.3,1979
widget_23864,6.9,9.89,2672
widget_23865,146.42,283.87,2898
widget_23866,119.86,184.27,689
widget_23867,49.17,71.36,3693
widget_23868,116.81,205.31,4572
widget_23869,144.2,192.09,926
widget_23870,39.62,53.58,3936
widget_23871,45.02,55.2,4128
widget_23872,68.87,114.24,3447
widget_23873,57.46,85.39,993
widget_23874,31.61,40.12,4234
widget_23875,20.44,43.44,2510
widget_23876,97.14,167.47,4050
widget_23877,122.1,180.84,2082
widget_23878,42.75,76.95,3747
widget_23879,88.72,168.06,1346
widget_23880,34.11,67.65,1403
widget_23881,13.2,19.12,527
widget_23882,93.37,169.96,1138
widget_23883,26.95,46.06,2670
widget_23884,117.7,281.32,4600
widget_23885,22.49,56.1,2012
widget_23886,11.78,28.28,1500
widget_23887,26.43,34.71,2561
widget_23888,72.72,130.25,698
widget_23889,55.58,122.68,3003
widget_23890,119.73,289.79,2549
widget_23891,76.61,186.93,4861
widget_23892,86.54,146.92,4018
widget_23893,14.2,29.99,2545
widget_23894,118.57,165.39,3255
widget_23895,20.76,34.0,752
widget_23896,125.37,280.86,2676
widget_23897,111.61,229.53,4205
widget_23898,19.13,26.6,1682
widget_23899,133.57,289.87,312
widget_23900,70.48,167.75,3906
widget_23901,48.41,87.34,886
widget_23902,98.49,244.36,1944
widget_23903,53.04,116.02,2119
widget_23904,125.36,205.0,4822
